"%Acm. Venda";"Código Empresa";"Empresa : Nível 4";"Venda Quantidade";"Venda Itens";"Unitário Médio";"Venda Valor";"Venda % Partic.";"Promoções Valor Venda";"Promoc. % Partic.";"% Partic. Prom./Vda.";"Lucratividade Unit.";"Lucratividade Valor";"Lucrat. % Partic.";"Lucrat. Marg %";"% Mark Up";"% Mark Down";"Custo Bruto";"Custo Líquido";"Despesa Venda";"Compror";"Comissão";"Impostos Venda";"Valor IBS  Municipal";"Valor IBS  Estadual";"Valor CBS";"Valor IS";"Contribuição Valor";"Contrib. % Partic.";"Contrib. Marg %*";"Peso Bruto";"Peso Brt %Partic.";"Peso Líquido";"Volume M ³";"Valor Venda Por M³";"Despesa Fixa";"Desconto Fixo";"Vlr Descto Fora de NF"
"73,96";"14";"14 - CASCADURA : PERECIVEIS \ LEITES \ BEBIDA LACTEA UHT \ BEB LACTEA UHT CHOCOLATE";"3.864,000";"10";"1,84";"7.094,75";"0,01";"5.962,94";"0,01";"84,05";"0,47";"1.818,83";"0,01";"25,64";"34,47";"25,64";"5.275,92";"5.275,92";"0,00";"0,00";"0,00";"0,00";"0,00";"0,10";"5,08";"0,00";"1.818,83";"0,01";"25,64";"921,378";"0,02";"674,580";"0,000";"0,000";"0,00";"0,00";"0,00"
"73,97";"14";"14 - CASCADURA : PERECIVEIS \ LEITES \ BEBIDA LACTEA UHT \ BEB LACTEA UHT ESPECIAL";"1.137,000";"25";"5,56";"6.322,40";"0,01";"6.000,75";"0,01";"94,91";"0,81";"923,14";"0,00";"14,60";"17,10";"14,60";"5.399,26";"5.399,26";"0,00";"0,00";"0,00";"0,00";"0,00";"0,46";"3,84";"0,00";"923,14";"0,00";"14,60";"206,924";"0,00";"246,400";"0,000";"0,000";"0,00";"0,00";"0,00"
"73,97";"14";"14 - CASCADURA : PERECIVEIS \ LEITES \ COALHADA \ COALHADA";"103,000";"1";"3,98";"409,94";"0,00";"0,00";"0,00";"0,00";"1,10";"112,83";"0,00";"27,52";"54,86";"35,43";"264,71";"206,47";"0,00";"0,00";"0,00";"90,64";"0,00";"0,00";"0,06";"0,00";"112,83";"0,00";"35,34";"18,746";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"73,99";"14";"14 - CASCADURA : PERECIVEIS \ LEITES \ LEITES \ LEITE UHT DESNAT E SEMI";"3.334,000";"12";"3,48";"11.590,99";"0,02";"10.510,11";"0,01";"90,67";"0,25";"823,05";"0,00";"7,10";"10,08";"9,16";"10.529,59";"8.213,10";"0,00";"0,00";"0,00";"2.554,84";"0,00";"0,00";"0,00";"0,00";"823,05";"0,00";"9,11";"3.651,692";"0,08";"3.031,000";"0,446";"25.988,767";"0,00";"0,00";"0,00"
"73,99";"14";"14 - CASCADURA : PERECIVEIS \ LEITES \ LEITES \ LEITE UHT ESPECIAIS";"38,000";"1";"6,29";"239,02";"0,00";"0,00";"0,00";"0,00";"1,85";"70,23";"0,00";"29,38";"60,76";"37,80";"148,68";"115,97";"0,00";"0,00";"0,00";"52,82";"0,00";"0,00";"0,00";"0,00";"70,23";"0,00";"37,72";"40,546";"0,00";"38,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,06";"14";"14 - CASCADURA : PERECIVEIS \ LEITES \ LEITES \ LEITE UHT INTEGRAL";"13.176,000";"9";"4,02";"52.965,34";"0,07";"48.318,47";"0,07";"91,23";"0,77";"10.210,39";"0,05";"19,28";"32,78";"24,69";"39.888,83";"31.113,31";"0,00";"0,00";"0,00";"11.641,64";"0,00";"0,00";"0,00";"0,00";"10.210,39";"0,05";"24,71";"13.728,367";"0,29";"10.843,000";"4,617";"11.471,809";"0,00";"0,00";"0,00"
"74,07";"14";"14 - CASCADURA : PERECIVEIS \ LEITES \ LEITES \ LEITE UHT ZERO LACTOSE";"710,000";"7";"5,77";"4.095,57";"0,01";"2.243,64";"0,00";"54,78";"1,08";"764,99";"0,00";"18,68";"31,60";"24,01";"3.112,18";"2.427,50";"0,00";"0,00";"0,00";"903,08";"0,00";"0,00";"0,00";"0,00";"764,99";"0,00";"23,96";"702,444";"0,02";"274,860";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,07";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ LANCHONETE \ DOCE";"1,024";"1";"40,00";"40,96";"0,00";"0,00";"0,00";"0,00";"20,14";"20,62";"0,00";"50,34";"312,49";"75,76";"9,93";"8,35";"0,00";"0,00";"0,00";"11,98";"0,00";"0,00";"0,00";"0,00";"20,62";"0,00";"71,16";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,07";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ LANCHONETE \ SALGADINHOS LANCHONETE";"29,345";"1";"46,02";"1.350,38";"0,00";"0,00";"0,00";"0,00";"15,73";"461,47";"0,00";"34,17";"41,04";"29,10";"957,47";"868,90";"0,00";"0,00";"0,00";"20,01";"0,00";"0,04";"0,48";"0,00";"461,47";"0,00";"34,69";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,07";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ LANCHONETE \ SALGADOS LANCHONETE";"14,060";"6";"63,65";"894,90";"0,00";"0,00";"0,00";"0,00";"21,52";"302,63";"0,00";"33,82";"46,77";"31,87";"609,74";"506,15";"0,00";"0,00";"0,00";"86,12";"0,00";"0,05";"0,41";"0,00";"302,63";"0,00";"37,42";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,08";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA FABRICACAO \ BISCOITOS FP";"102,731";"11";"43,17";"4.435,22";"0,01";"0,00";"0,00";"0,00";"10,99";"1.129,49";"0,01";"25,47";"71,31";"41,63";"2.588,99";"2.089,96";"0,00";"0,00";"0,00";"1.215,77";"0,00";"0,07";"3,15";"0,00";"1.129,49";"0,01";"35,08";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,09";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA FABRICACAO \ BOLO FP";"238,373";"19";"28,16";"6.713,60";"0,01";"3.061,86";"0,00";"45,61";"11,25";"2.681,53";"0,01";"39,94";"152,18";"60,35";"2.662,25";"2.070,63";"0,00";"0,00";"0,00";"1.961,44";"0,00";"0,56";"3,56";"0,00";"2.681,53";"0,01";"56,43";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,09";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA FABRICACAO \ BOMBA FP";"2,918";"2";"44,17";"128,90";"0,00";"0,00";"0,00";"0,00";"17,01";"49,64";"0,00";"38,51";"94,89";"48,69";"66,14";"48,67";"0,00";"0,00";"0,00";"30,59";"0,00";"0,02";"0,12";"0,00";"49,64";"0,00";"50,49";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,09";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA FABRICACAO \ BRIOCHE";"32,789";"5";"43,36";"1.421,81";"0,00";"583,96";"0,00";"41,07";"12,43";"407,44";"0,00";"28,66";"104,10";"51,01";"696,61";"612,95";"0,00";"0,00";"0,00";"401,42";"0,01";"0,06";"0,50";"0,00";"407,44";"0,00";"39,93";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,09";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA FABRICACAO \ BROA FP";"20,678";"3";"29,64";"612,93";"0,00";"0,00";"0,00";"0,00";"13,23";"273,48";"0,00";"44,62";"162,85";"61,95";"233,19";"189,03";"0,00";"0,00";"0,00";"150,42";"0,00";"0,00";"0,18";"0,00";"273,48";"0,00";"59,13";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,09";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA FABRICACAO \ CAKE FP";"22,204";"8";"42,99";"954,56";"0,00";"0,00";"0,00";"0,00";"15,98";"354,79";"0,00";"37,17";"132,56";"57,00";"410,46";"320,88";"0,00";"0,00";"0,00";"278,89";"0,00";"0,05";"0,53";"0,00";"354,79";"0,00";"52,51";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,09";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA FABRICACAO \ CAVACA FP";"15,290";"2";"30,00";"458,70";"0,00";"0,00";"0,00";"0,00";"8,17";"124,86";"0,00";"27,22";"63,79";"38,95";"280,05";"220,39";"0,00";"0,00";"0,00";"113,45";"0,00";"0,02";"0,25";"0,00";"124,86";"0,00";"36,17";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,09";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA FABRICACAO \ COLOMBA DE FRUTAS FP";"0,432";"1";"70,00";"30,24";"0,00";"0,00";"0,00";"0,00";"34,44";"14,88";"0,00";"49,21";"248,79";"71,33";"8,67";"6,53";"0,00";"0,00";"0,00";"8,83";"0,00";"0,00";"0,00";"0,00";"14,88";"0,00";"69,51";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,09";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA FABRICACAO \ DOCES FP";"72,508";"13";"44,89";"3.254,99";"0,00";"0,00";"0,00";"0,00";"17,63";"1.278,59";"0,01";"39,28";"120,88";"54,73";"1.473,63";"1.189,29";"0,00";"0,00";"0,00";"787,11";"0,00";"0,14";"2,13";"0,00";"1.278,59";"0,01";"51,81";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,09";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA FABRICACAO \ FARINHA DE ROSCA FP";"182,045";"1";"15,00";"2.730,35";"0,00";"0,00";"0,00";"0,00";"6,41";"1.167,23";"0,01";"42,75";"253,87";"71,74";"771,56";"765,35";"0,00";"0,00";"0,00";"797,77";"0,00";"0,00";"1,42";"0,00";"1.167,23";"0,01";"60,40";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,09";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA FABRICACAO \ MASSA P.PIZZA FP";"78,000";"1";"7,99";"623,22";"0,00";"0,00";"0,00";"0,00";"4,95";"386,14";"0,00";"61,96";"459,80";"82,14";"111,33";"99,80";"0,00";"0,00";"0,00";"137,28";"0,00";"0,00";"0,00";"0,00";"386,14";"0,00";"79,46";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,09";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA FABRICACAO \ PAES DOCES FP";"71,938";"3";"27,11";"1.950,54";"0,00";"0,00";"0,00";"0,00";"9,75";"701,71";"0,00";"35,98";"98,70";"49,67";"981,65";"820,63";"0,00";"0,00";"0,00";"428,20";"0,00";"0,03";"0,94";"0,00";"701,71";"0,00";"46,09";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,09";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA FABRICACAO \ PAES ESPECIAIS FP";"59,918";"13";"34,25";"2.052,11";"0,00";"0,00";"0,00";"0,00";"15,16";"908,13";"0,00";"44,25";"142,47";"58,76";"846,32";"685,41";"0,00";"0,00";"0,00";"458,57";"0,00";"0,12";"1,32";"0,00";"908,13";"0,00";"56,99";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,09";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA FABRICACAO \ PANETONES DE CHOCOLATE FP";"12,000";"1";"11,73";"140,76";"0,00";"0,00";"0,00";"0,00";"3,81";"45,72";"0,00";"32,48";"96,62";"49,14";"71,59";"53,87";"0,00";"0,00";"0,00";"41,17";"0,00";"0,00";"0,00";"0,00";"45,72";"0,00";"45,91";"0,000";"0,00";"4,800";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,09";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA FABRICACAO \ PAO AUSTRALIANO FP";"2,570";"1";"40,00";"102,80";"0,00";"102,80";"0,00";"100,00";"18,00";"46,27";"0,00";"45,01";"180,41";"64,34";"36,66";"33,96";"0,00";"0,00";"0,00";"22,58";"0,00";"0,00";"0,12";"0,00";"46,27";"0,00";"57,68";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,09";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA FABRICACAO \ PAO BAGUETE";"15,878";"3";"32,78";"520,51";"0,00";"0,00";"0,00";"0,00";"13,71";"217,75";"0,00";"41,83";"147,87";"59,66";"209,99";"188,45";"0,00";"0,00";"0,00";"114,31";"0,00";"0,03";"0,56";"0,00";"217,75";"0,00";"53,61";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,09";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA FABRICACAO \ PAO BISNAGUINHA FP";"446,000";"1";"6,58";"2.935,15";"0,00";"0,00";"0,00";"0,00";"1,17";"521,13";"0,00";"17,75";"43,49";"30,31";"2.045,49";"1.769,04";"0,00";"0,00";"0,00";"644,97";"0,00";"0,69";"3,45";"0,00";"521,13";"0,00";"22,76";"139,598";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,10";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA FABRICACAO \ PAO FORMA TRADICIONAL";"807,000";"1";"6,10";"4.919,93";"0,01";"4.576,36";"0,01";"93,02";"2,16";"1.743,04";"0,01";"35,43";"100,54";"50,13";"2.453,38";"2.095,69";"0,00";"0,00";"0,00";"1.081,20";"0,00";"0,00";"1,52";"0,00";"1.743,04";"0,01";"45,41";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,22";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA FABRICACAO \ PAO FRANCES FP";"5.584,514";"3";"16,04";"89.581,41";"0,12";"0,00";"0,00";"0,00";"11,54";"64.449,83";"0,34";"71,95";"372,04";"78,82";"18.977,66";"18.821,07";"0,00";"0,00";"0,00";"6.310,51";"0,00";"0,03";"0,44";"0,00";"64.449,83";"0,34";"77,40";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,23";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA FABRICACAO \ PAO HAMBURGUER FP";"569,000";"1";"8,74";"4.970,31";"0,01";"2.852,43";"0,00";"57,39";"4,44";"2.525,84";"0,01";"50,82";"211,10";"67,86";"1.597,67";"1.352,51";"0,00";"0,00";"0,00";"1.091,95";"0,00";"0,79";"5,04";"0,00";"2.525,84";"0,01";"65,13";"243,532";"0,01";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,24";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA FABRICACAO \ PAO HOT DOG FP";"751,000";"1";"7,76";"5.830,91";"0,01";"3.223,81";"0,00";"55,29";"3,87";"2.903,78";"0,02";"49,80";"203,94";"67,10";"1.918,44";"1.646,14";"0,00";"0,00";"0,00";"1.280,99";"0,00";"0,83";"4,55";"0,00";"2.903,78";"0,02";"63,82";"332,693";"0,01";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,24";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA FABRICACAO \ PAO QUEIJO FP";"56,050";"5";"46,47";"2.604,48";"0,00";"0,00";"0,00";"0,00";"9,92";"555,89";"0,00";"21,34";"61,64";"38,14";"1.611,26";"1.287,01";"0,00";"0,00";"0,00";"761,58";"0,00";"0,09";"0,90";"0,00";"555,89";"0,00";"30,16";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,24";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA FABRICACAO \ PAO RABANADA FP";"11,282";"1";"19,98";"225,37";"0,00";"0,00";"0,00";"0,00";"11,55";"130,26";"0,00";"57,80";"374,96";"78,95";"47,45";"45,64";"0,00";"0,00";"0,00";"49,48";"0,00";"0,00";"0,00";"0,00";"130,26";"0,00";"74,06";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,24";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA FABRICACAO \ PAO SACADURA FP";"1,113";"1";"28,00";"31,16";"0,00";"0,00";"0,00";"0,00";"21,50";"23,93";"0,00";"76,80";"7500,00";"98,68";"0,41";"0,40";"0,00";"0,00";"0,00";"6,83";"0,00";"0,00";"0,00";"0,00";"23,93";"0,00";"98,36";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,24";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA FABRICACAO \ PAO SOVADO FP";"14,476";"1";"30,00";"434,28";"0,00";"0,00";"0,00";"0,00";"8,54";"123,58";"0,00";"28,46";"79,08";"44,16";"242,51";"215,31";"0,00";"0,00";"0,00";"95,39";"0,00";"0,03";"0,18";"0,00";"123,58";"0,00";"36,47";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,24";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA FABRICACAO \ PAO SUICO FP";"68,158";"1";"23,99";"1.635,22";"0,00";"0,00";"0,00";"0,00";"11,23";"765,44";"0,00";"46,81";"177,43";"63,96";"589,41";"510,83";"0,00";"0,00";"0,00";"358,95";"0,00";"0,00";"1,43";"0,00";"765,44";"0,00";"59,97";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,26";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA FABRICACAO \ PIZZA RECHEADA FP";"304,738";"5";"36,59";"11.150,18";"0,02";"9.327,38";"0,01";"83,65";"12,84";"3.911,76";"0,02";"35,08";"129,68";"56,46";"4.854,62";"3.980,90";"0,00";"0,00";"0,00";"3.257,53";"0,00";"1,66";"13,47";"0,00";"3.911,76";"0,02";"49,56";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,26";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA FABRICACAO \ ROCAMBOLE";"12,060";"3";"46,99";"566,70";"0,00";"0,00";"0,00";"0,00";"17,65";"212,90";"0,00";"37,57";"118,46";"54,22";"259,41";"188,24";"0,00";"0,00";"0,00";"165,56";"0,00";"0,00";"0,00";"0,00";"212,90";"0,00";"53,07";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,26";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA FABRICACAO \ SALGADOS FP";"19,643";"5";"59,75";"1.173,74";"0,00";"0,00";"0,00";"0,00";"19,13";"375,78";"0,00";"32,02";"86,38";"46,35";"629,74";"513,07";"0,00";"0,00";"0,00";"284,89";"0,00";"0,06";"0,42";"0,00";"375,78";"0,00";"42,28";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,26";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA FABRICACAO \ TORRADA FP";"17,264";"2";"19,98";"344,88";"0,00";"0,00";"0,00";"0,00";"7,75";"133,76";"0,00";"38,78";"178,24";"64,06";"123,95";"110,38";"0,00";"0,00";"0,00";"100,74";"0,00";"0,00";"0,00";"0,00";"133,76";"0,00";"54,79";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,27";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA FABRICACAO \ TORTAS FP";"68,498";"18";"60,02";"4.111,15";"0,01";"0,00";"0,00";"0,00";"31,71";"2.171,91";"0,01";"52,83";"161,45";"61,75";"1.572,43";"1.172,76";"0,00";"0,00";"0,00";"766,48";"0,00";"0,19";"1,75";"0,00";"2.171,91";"0,01";"64,94";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,28";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA INDUSTRIALIZADA \ BOLO IND";"1.600,000";"53";"5,62";"8.985,99";"0,01";"1.528,31";"0,00";"17,01";"1,75";"2.795,32";"0,01";"31,11";"55,20";"35,57";"5.790,02";"5.359,47";"0,00";"0,00";"0,00";"831,20";"0,00";"0,25";"4,43";"0,00";"2.795,32";"0,01";"34,28";"227,754";"0,00";"120,511";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,28";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA INDUSTRIALIZADA \ DOCES IND";"5,000";"2";"16,59";"82,93";"0,00";"0,00";"0,00";"0,00";"5,71";"28,57";"0,00";"34,45";"64,87";"39,35";"50,30";"46,69";"0,00";"0,00";"0,00";"7,67";"0,00";"0,04";"0,28";"0,00";"28,57";"0,00";"37,96";"0,775";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,28";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA INDUSTRIALIZADA \ PAES ESPECIAIS";"36,000";"1";"13,41";"482,62";"0,00";"0,00";"0,00";"0,00";"4,09";"147,06";"0,00";"30,47";"52,61";"34,47";"316,25";"290,92";"0,00";"0,00";"0,00";"44,64";"0,00";"0,05";"0,55";"0,00";"147,06";"0,00";"33,58";"9,900";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,28";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA INDUSTRIALIZADA \ PANETONES DE CHOCOLATE IN";"18,000";"1";"10,27";"184,82";"0,00";"184,82";"0,00";"100,00";"-1,79";"-32,30";"0,00";"-17,48";"-19,78";"-24,66";"230,40";"163,09";"0,00";"0,00";"0,00";"54,03";"0,00";"0,00";"0,00";"0,00";"-32,30";"0,00";"-24,70";"0,000";"0,00";"7,200";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,28";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA INDUSTRIALIZADA \ PANETONES DE FRUTAS IND";"140,000";"7";"13,64";"1.909,14";"0,00";"1.649,27";"0,00";"86,39";"0,49";"69,05";"0,00";"3,62";"15,08";"13,10";"1.659,03";"1.282,02";"0,00";"0,00";"0,00";"558,06";"0,00";"0,01";"0,13";"0,00";"69,05";"0,00";"5,11";"0,000";"0,00";"5,200";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,28";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA INDUSTRIALIZADA \ PAO AUSTRALIANO IND";"23,000";"1";"12,77";"293,82";"0,00";"73,16";"0,00";"24,90";"3,46";"79,57";"0,00";"27,08";"58,35";"36,85";"185,55";"168,39";"0,00";"0,00";"0,00";"45,86";"0,00";"0,00";"0,04";"0,00";"79,57";"0,00";"32,09";"12,075";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,29";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA INDUSTRIALIZADA \ PAO BISNAGUINHA IND";"749,000";"9";"9,76";"7.311,90";"0,01";"2.005,36";"0,00";"27,43";"2,62";"1.960,28";"0,01";"26,81";"45,01";"31,04";"5.042,29";"4.675,27";"0,00";"0,00";"0,00";"676,35";"0,00";"0,54";"4,24";"0,00";"1.960,28";"0,01";"29,54";"235,075";"0,01";"16,820";"0,108";"67.702,778";"0,00";"0,00";"0,00"
"74,29";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA INDUSTRIALIZADA \ PAO CEBOLA IND";"24,000";"1";"7,73";"185,46";"0,00";"159,39";"0,00";"85,94";"1,89";"45,26";"0,00";"24,40";"38,65";"27,88";"133,76";"123,04";"0,00";"0,00";"0,00";"17,16";"0,00";"0,05";"0,30";"0,00";"45,26";"0,00";"26,89";"0,000";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,29";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA INDUSTRIALIZADA \ PAO DE BATATA IND";"71,000";"1";"7,85";"557,45";"0,00";"460,08";"0,00";"82,53";"2,01";"142,62";"0,00";"25,58";"41,17";"29,16";"394,89";"363,26";"0,00";"0,00";"0,00";"51,56";"0,00";"0,01";"0,06";"0,00";"142,62";"0,00";"28,19";"19,525";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,29";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA INDUSTRIALIZADA \ PAO DE CENOURA IND";"57,000";"1";"7,74";"441,11";"0,00";"380,28";"0,00";"86,21";"1,88";"107,09";"0,00";"24,28";"38,39";"27,74";"318,74";"293,21";"0,00";"0,00";"0,00";"40,80";"0,00";"0,06";"0,36";"0,00";"107,09";"0,00";"26,75";"15,219";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,29";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA INDUSTRIALIZADA \ PAO DE COCO IND";"13,000";"1";"13,30";"172,94";"0,00";"0,00";"0,00";"0,00";"3,94";"51,27";"0,00";"29,65";"50,55";"33,58";"114,87";"105,67";"0,00";"0,00";"0,00";"16,00";"0,00";"0,00";"0,00";"0,00";"51,27";"0,00";"32,67";"5,265";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,32";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA INDUSTRIALIZADA \ PAO DE FORMA INTEGRAL IND";"2.017,000";"30";"11,22";"22.622,82";"0,03";"2.236,15";"0,00";"9,88";"3,22";"6.502,55";"0,03";"28,74";"56,44";"36,08";"14.461,47";"13.198,87";"0,00";"0,00";"0,00";"2.921,40";"0,00";"0,15";"5,84";"0,00";"6.502,55";"0,03";"33,01";"894,470";"0,02";"163,330";"0,000";"0,000";"0,00";"0,00";"0,00"
"74,38";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA INDUSTRIALIZADA \ PAO DE FORMA TRADIC IND";"5.137,000";"27";"9,07";"46.616,85";"0,06";"12.688,14";"0,02";"27,22";"2,21";"11.354,02";"0,06";"24,36";"49,49";"33,10";"31.184,95";"28.347,50";"0,00";"0,00";"0,00";"6.915,33";"0,00";"0,09";"13,05";"0,00";"11.354,02";"0,06";"28,60";"2.464,286";"0,05";"97,820";"0,100";"466.168,500";"0,00";"0,00";"0,00"
"74,38";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA INDUSTRIALIZADA \ PAO DE MILHO IND";"223,000";"4";"11,67";"2.602,98";"0,00";"328,71";"0,00";"12,63";"3,47";"773,32";"0,00";"29,71";"50,70";"33,64";"1.727,22";"1.588,88";"0,00";"0,00";"0,00";"240,78";"0,00";"0,11";"1,09";"0,00";"773,32";"0,00";"32,74";"100,226";"0,00";"7,500";"0,106";"24.556,415";"0,00";"0,00";"0,00"
"74,38";"14";"14 - CASCADURA : PERECIVEIS \ PADARIA \ PADARIA INDUSTRIALIZADA \ PAO EGG SPONGE IND";"80,000";"1";"16,37";"1.309,50";"0,00";"0,00";"0,00";"0,00";"4,89";"391,42";"0,00";"29,89";"51,15";"33,84";"866,35";"796,95";"0,00";"0,00";"0,00";"121,13";"0,00";"0,08";"0,80";"0,00";"391,42";"0,00";"32,94";"24,800";"0,00";"0,000";"0,000";"0,000";"0,00";"0,00";"0,00"
